13,2020-03-25 19:33:27,move|8_0-1_0-6_0-2_0-7_0-9_0-3_0-5_0|0_0-4_1|c0,exp1_pp1a
13,2020-03-25 19:33:30,move|8_0-1_0-2_0-7_0-9_0-3_0-5_0|0_0-4_1-6_3|c0,exp1_pp1a
13,2020-03-25 19:34:03,move|8_0-1_0-2_0-7_0-9_0-3_0-5_0|0_0-4_1-6_3|c0,exp1_pp1a
13,2020-03-25 19:34:21,move|8_0-1_0-2_0-7_0-9_0-5_0|0_0-3_1-4_1-6_3|c0,exp1_pp1a
13,2020-03-25 19:34:25,move|8_0-1_0-7_0-9_0-5_0|0_0-2_1-3_1-4_1-6_3|c0,exp1_pp1a
13,2020-03-25 19:34:30,move|8_0-1_0-7_0-9_0-5_0-4_0|0_0-2_1-3_1-6_3|c0,exp1_pp1a
13,2020-03-25 19:34:38,move|8_0-1_0-7_0-9_0-4_0|0_0-2_1-3_1-5_2-6_3|c0,exp1_pp1a
13,2020-03-25 19:34:53,move|8_0-1_0-7_0-4_0|0_0-2_1-3_1-5_2-6_3-9_1|c0,exp1_pp1a
13,2020-03-25 19:34:58,move|8_0-1_0-7_0|0_0-2_1-3_1-5_2-6_3-4_2-9_1|c0,exp1_pp1a
13,2020-03-25 19:34:59,move|8_0-1_0|0_0-2_1-3_1-5_2-6_3-4_2-7_3-9_1|c0,exp1_pp1a
13,2020-03-25 19:35:01,incorrect|8_0-1_0|0_0-2_1-3_1-5_2-6_3-4_2-7_3-9_1|c1,exp1_pp1a
13,2020-03-25 19:35:06,move|8_0-1_0-2_0|0_0-3_1-5_2-6_3-4_2-7_3-9_1|c1,exp1_pp1a
13,2020-03-25 19:35:09,move|8_0-2_0|0_0-1_1-3_1-5_2-6_3-4_2-7_3-9_1|c1,exp1_pp1a
13,2020-03-25 19:35:11,move|8_0-2_0|0_0-1_1-3_1-4_2-5_2-6_3-7_3-9_1|c1,exp1_pp1a
13,2020-03-25 19:35:12,move|8_0-2_0-5_0|0_0-1_1-3_1-4_2-6_3-7_3-9_1|c1,exp1_pp1a
13,2020-03-25 19:35:12,move|8_0-2_0-5_0-7_0|0_0-1_1-3_1-4_2-6_3-9_1|c1,exp1_pp1a
13,2020-03-25 19:35:13,incorrect|8_0-2_0-5_0-7_0|0_0-1_1-3_1-4_2-6_3-9_1|c2,exp1_pp1a
13,2020-03-25 19:35:28,move|8_0-2_0-7_0|0_0-1_1-3_1-4_2-5_2-6_3-9_1|c2,exp1_pp1a
13,2020-03-25 19:35:30,incorrect|8_0-2_0-7_0|0_0-1_1-3_1-4_2-5_2-6_3-9_1|c3,exp1_pp1a
13,2020-03-25 19:35:40,move|8_0-2_0-7_0|0_0-1_1-3_1-4_2-6_3-5_2-9_1|c3,exp1_pp1a
13,2020-03-25 19:35:48,incorrect|8_0-2_0-7_0|0_0-1_1-3_1-4_2-6_3-5_2-9_1|c4,exp1_pp1a
13,2020-03-25 19:35:53,removedDistractor-5_2|8_0-2_0-7_0|0_0-1_1-3_1-4_2-6_3-5_2-9_1|d5-c4,exp1_pp1a
13,2020-03-25 19:35:55,incorrect|8_0-2_0-5_0-7_0|0_0-1_1-3_1-4_2-6_3-9_1|d5-c5,exp1_pp1a
13,2020-03-25 19:36:05,move|2_0-5_0-7_0|0_0-1_1-3_1-4_2-6_3-8_2-9_1|d5-c5,exp1_pp1a
13,2020-03-25 19:36:06,correct|2_0-5_0-7_0|0_0-1_1-3_1-4_2-6_3-8_2-9_1|d5-c0-s,exp1_pp1a
97,2020-03-25 19:57:01,start|6_0-0_0-3_0-9_0-8_0-4_0-1_0|-|c0,exp1_pp1a
97,2020-03-25 19:57:01,move|6_0-3_0-9_0-8_0-4_0-1_0|0_0|c0,exp1_pp1a
97,2020-03-25 19:57:09,move|3_0-9_0-8_0-4_0-1_0|0_0-6_1|c0,exp1_pp1a
97,2020-03-25 19:57:11,move|9_0-8_0-4_0-1_0|0_0-3_1-6_1|c0,exp1_pp1a
97,2020-03-25 19:57:17,move|9_0-8_0-1_0|0_0-4_1-3_1-6_1|c0,exp1_pp1a
97,2020-03-25 19:57:19,move|8_0-1_0|0_0-4_1-3_1-6_1-9_3|c0,exp1_pp1a
97,2020-03-25 19:57:21,move|8_0-1_0|0_0-4_1-3_1-6_1-9_2|c0,exp1_pp1a
97,2020-03-25 19:57:24,move|8_0-1_0|0_0-4_1-3_2-6_1-9_2|c0,exp1_pp1a
97,2020-03-25 19:57:25,move|8_0-1_0|0_0-4_1-3_2-6_2-9_2|c0,exp1_pp1a
97,2020-03-25 19:57:26,move|8_0-1_0|0_0-4_1-3_2-6_3-9_2|c0,exp1_pp1a
97,2020-03-25 19:57:29,move|1_0|0_0-4_1-8_3-3_2-6_3-9_2|c0,exp1_pp1a
97,2020-03-25 19:57:31,move|-|0_0-4_1-8_3-3_2-1_3-6_3-9_2|c0,exp1_pp1a
97,2020-03-25 19:57:33,incorrect|-|0_0-4_1-8_3-3_2-1_3-6_3-9_2|c1,exp1_pp1a
